filepath,label
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/eaf7f807-503e-4a5e-97dd-8451ed2760ce.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/0a42cb65-e906-46b3-936a-f5f1dc71f108.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/d6a47d6c-ea1c-47fb-925b-1c6193ccaf69.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/91d7a4a9-d15f-44c7-b047-2dd10c6e93d1.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/d0b71827-e22f-4263-bc5d-7b7acdb577f2.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/37dc9255-f79d-4e88-a184-235eb887cd38.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/fe073810-03a2-48a8-b6fa-a6b08e95943b.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/646ce4e9-fa7e-41bc-8d8f-9a27ab2ac6fe.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/9001e0be-4a49-44f1-ac4b-19e369c1bf99.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/e062f910-d08b-4a98-8e96-a0ad1a744154.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/b6b49681-b658-4ddd-9f8a-a2fc1f7cca64.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/c8f8cf15-d047-449a-bdd8-aa4d9c8cec17.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/ed3b4f4f-f13a-4cfa-9708-3a5e04c17b36.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/22630c6e-3adf-455e-8c7a-8eda9131a937.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/204026aa-b719-4f1a-aa1b-6630676d21da.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/39746c4c-8db9-4af1-90b8-145792d1af41.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/1f233ecd-9e93-4bbd-a2ad-0cffc9bba42f.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/40f6ef85-0e89-457c-aaae-cabe2bbe47ea.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/de4eedc8-0c69-46dc-8a20-e425cb222bfe.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/16ce4c26-8983-46cc-be67-43f809211334.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/9c0bebe8-0a32-44ab-952a-484161586ac1.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/109bb193-f932-4400-a78c-a45cc23a8e56.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/e0427018-c8db-4ded-9037-1f311a5f177e.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/256ae4b0-4bb0-4617-8f48-20164cc6b681.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/0d5e61ca-35c1-4bee-bf29-91ce3b2663ff.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/2f88e7ab-055c-4283-bc7b-c0e52a121a4d.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/2ae566f7-5e1f-4ca6-8759-a6886ea056f6.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/925b56b5-d962-4f6e-bad0-5c5937e1f38c.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/90b8a47e-85b1-4614-9a2b-776ceceed955.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/4e590ef5-8daf-4de6-9592-3f0019e6a941.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/dee117e6-b8c9-48e0-ab14-86fd7174b10a.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/acb7cba3-c33e-485c-a65d-721e5574163e.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/e264334c-b0fe-4086-a7d8-9241f83166b7.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/0bb76fed-8f5d-4df6-bb80-5072bcca9fca.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/86f79a1f-7f89-47fe-827d-44ddbd856d49.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/22721ec1-17b5-4132-a79e-de153efa7189.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/aac1dc09-d025-45a1-a223-b509357fbddb.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/1d8f2615-0ba3-4ef6-a07e-b5e238cd790a.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/e965b599-1c2c-4703-b81d-443b9bfbd56d.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/15f4c12b-b487-434c-bcf9-427bc322fd09.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/1df3cbb0-782d-47fd-acf7-877feea2fb36.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/ea0d877d-cb3b-42cf-83b5-c7be6700a198.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/38ca5cf9-84ae-4c19-a896-7ce0f848a0c7.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/906d6aa2-5e35-45e7-bbcd-67ced0eda71c.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/7b59bafa-bde5-468e-873b-6c31d8f7f94c.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/fe3682ba-4b7e-406d-97c1-accb63b162c3.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/6f8f711d-b3d5-405d-9a83-141b6a4d6f16.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/32fbe887-9509-4d35-91a2-2fdfa8a8831b.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/7e69be64-3080-44a7-bb4f-a9166a33c04c.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/9693175e-c2de-4fab-a436-3d8b291f8f3e.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/a9c86efd-63fb-4695-9424-019c79654639.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/71172ad8-d608-446b-bb4b-89a5cf186209.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/aabf8fe9-6010-401f-a603-28ac8ef6a03a.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/d4fe7e05-367f-4c7b-885a-f6f88d388692.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/a20e3b84-8405-48c4-9a0b-9bd116a87888.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/42f340f3-ae41-4fb2-b768-76fde48d9a31.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/584f1fa0-9bb9-49d3-b412-c42819d0a200_00000283.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/3e839ef8-1584-41a9-b634-7e13d18f1466.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/01086b46-817d-4f20-8aba-4a7b9347ab1c.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/f004b232-558b-4da2-ac05-e680eb583913.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/5f01c7bb-cb96-47ec-bb6f-95bbaaf6592b.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/ed43c566-42d1-4fff-bca7-dbcc6d457774.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/fe666548-9713-48b5-a7a0-f7f5acb50272.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/5d16a783-da14-4a93-a5ec-65de8b30184f.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/6b1aa70a-ed31-44e9-88bc-6fdf150672f2.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/b2c978d7-87ff-481c-b985-d799887161d9.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/fb23d62e-f3da-45e6-878b-19e5e7780a19.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/d6df0145-3273-4889-a110-37d7243b95f5.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/cd64102b-51f3-4f60-90f2-53792e4cf3c3.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/ba380bea-40b7-4eae-9216-e0ea7ccea99b.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/2e010adf-f72e-4fc5-b9c3-2b1f00c688fe.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/45d29401-e0f1-47b0-a97c-5b3b5bc09e4a.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/9ab20009-2354-4596-9aaf-aa73d5175870.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/b37bf38c-4747-4f4f-9587-f3d6dbcb13b7.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/e2d9d590-6837-4b87-bcc0-794217e1ebd5.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/88c6d483-29b2-471c-9aa3-d71913c37c8a.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/985276ad-f4f0-49c7-b31f-ecd090d8ea50.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/c49dc874-e527-497a-b42b-1e03ebae4628.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/a06940e3-5cf4-404d-a900-a6b2ba8b00fc.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/a24533c2-f157-4403-8032-310b2f62d4e1.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/5e9364bd-e9af-469e-8853-935e044cb7d2.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/effaea12-f080-4fcf-8fb9-57242e29e139.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/ae9eaa51-74ae-4b89-a568-94fbf536b434.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/d55b4c4f-eed9-47ea-988c-ae16adc5d088.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/ae68bef5-8ca4-42fd-a275-d34ee4ea8c14_00001172.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/604f920c-05d2-4481-94a9-d8d5978654ab.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/2eabcf3e-63b0-423d-926f-209f0af06be9.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/bb68856b-59a3-49fb-b32e-5f6cec110793.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/97c85811-8d46-486b-9d8e-5e203a170833.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/82315326-4999-4ecb-99f4-400d894fc6f8.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/4b909aca-a66b-4777-a55f-e54744a06777.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/e547014b-6c24-406f-b3b8-5741d2238742.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/d45513a6-cd24-4299-acc5-4554126ff53c.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/04391f36-f787-4acf-9312-ccc0e6e52f39.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/427f4ba3-0f04-4927-bea4-7f16654d0e1f.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/9e412d22-8fe1-4f27-a1c3-a99a6436395a.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/5f1123af-e58f-46f4-96c4-83e16179cbd5.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/12efbc82-6ef3-483e-a657-5c3724bd4a56.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/fda47e17-cfb3-4fc1-8d67-c423b8c2d192.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/335543b0-fc36-4b52-8e5f-f0de5ffabd7b.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/3609b909-b6ad-4a25-a317-70e27099e45a.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/575cdc3f-a61a-4eef-a7b8-28dc89fe41c9.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/c103fa73-8029-4df7-a7bb-dd8fee19d193.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/f8fc731b-36b4-4f7a-88ce-324a95e3b8d2.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/10f25b4e-9c94-4b8d-af0f-d4d820d52092.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/1e406c35-4848-49ad-9589-76264feb6e7b.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/94650983-2035-47e9-a9f7-9229977108fc.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/1a0744b2-290b-49e0-a5cc-9fd2083eae4d.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/20aaa79f-0625-4acf-b13f-24a8cf49a7bd.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/df1cfb80-607e-473b-86bc-21a07ebb645f.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/249eb342-8e7d-4dab-9813-cc6983538d6c.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/fd1e6547-8c2e-47bf-92d1-4cdd28ac8be4.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/55866948-68f1-430b-875b-953fc91c6dc6.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/ef127f1b-e11a-4658-a828-a8e107468f54.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/57992b52-2f8d-4598-aa9f-abbe7fb149b4.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/840f43b6-c70b-4b89-9ecf-27abd9084fc9.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/2a2edeab-7a81-44ce-a57f-342b8acbac4c.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/64fd9711-749e-4790-abde-0c3d92a34886.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/23277709-ff55-47d6-9c20-dc14f6208306.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/0c35f6e7-253c-4f2d-a7ce-b9ad244289ce.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/8ea31c29-6bd9-4e0c-8c3e-ec124176a657.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/12909129-68d0-4b25-ad6c-485b8f41c6c7.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/c945c9e2-9c3f-488e-874b-dac55ebf64db.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/dabd496e-b1b0-4c25-aebb-a65a8fe4739c.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/387b2c72-8ec0-4c48-b2f6-0334b80cb7c2.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/610d967a-2ed7-403a-ad27-8f9901cfbb12.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/d870ab68-94d9-481c-85c5-ecef0a48582e.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/bbeac024-2127-4d84-ac8b-2f25e49a2c82.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/d91c9c07-e5cc-46ca-a5ff-073f2b4cad01.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/445dd4f8-9fc7-4144-a8c7-be8cdb1a3113.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/bbf29d00-bc7c-446c-85c7-b5c433e117a2.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/06541193-930d-4f85-aaaa-dca05bd2a31a.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/81dd64d9-7fc8-4ddc-b86b-9c45f42876b0.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/8db29cc0-8f98-4986-b115-9901b33f3114.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/48bce8fb-803e-41c0-b7cc-eae8c1fee804.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/2ac19269-ac7f-4c85-83f2-49f11889121c.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/364c7d9c-f5f2-4af4-9a7e-62f8381d61fa.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/4f72c37f-9af0-4392-9b7e-7ceaacf74e52.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/9ced8b65-6c23-41ce-a347-ca72ba56fce2.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/945ca429-143b-4ac0-81a0-8f490ba83686.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/54291ff2-da24-4aa4-b62e-8c280705b20f.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/e4fbe114-7e5e-4a0f-a856-ba2b39fb7b87.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/775b9c1f-2006-428c-8104-837c514367ca.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/ae3c1bd9-9998-482c-b325-e86889eb00b7.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/e811752b-4a20-44ef-ae35-370f1f5056b2.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/31fd2d69-a004-42dd-a9da-88e959bc2288.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/87f2a46a-976e-4406-a976-b0259b48629a.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/abf151d9-37ad-4e51-815b-3b5b9fa292ee.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/c3018dd0-26ad-4904-88fd-b14b2a8df0aa.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/8be7421d-5217-442c-9376-81975b1a4533.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/01/3be0d91c-0438-474f-b69b-22a88a6f54b1.jpg,1
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/9b926dac-c1fb-4d1a-ab02-159f556332b8.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/7e69a61e-7d0f-4361-b092-13bd47b92887.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/bcb11bcd-1c69-46b5-aaca-06fcc1ecca75.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/d52e4caa-dc18-478c-892c-009a771d35c9.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/98e66a62-b6d1-4f9e-a42a-959185ddf4d9.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/937c18fd-ab0c-484c-809d-ab9a5b34694b.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/0a009a95-3a1f-46cf-906c-3606839806d8.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/4a647a81-4440-4c55-9f98-bb4cfe76e962.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/ef1d6949-00f1-4813-ac28-7dcb5729644e.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/8245ad4b-90bd-4bb2-9480-ac1df2a0c2d6.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/61f1c0fe-c4df-448d-a2c9-4aaccf82458c.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/de17b7a4-cff6-4e31-bd44-a100b16241dd.jpg,6
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/00/8b571513-adf3-4d2e-8bc9-dec1f2d86a6b.jpg,0
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/5cfa6586-a2f0-4d4b-addf-8f999f7eaa99.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/04/7b1a33e5-6297-4aed-9290-b3f9da1ff0bb.jpg,4
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/40c08ba9-82c4-40e0-9961-931e0403e087.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/03/8b9f345f-ab6f-4dae-82f5-ded09e40cc81.jpg,3
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/07/b7aafe94-bc55-4baa-b683-030c79ea5574.jpg,7
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/02/e70dad5d-9162-4bcb-9da7-ea893d29c3a9.jpg,2
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/05/8710bd86-02d1-40d9-b373-fa7e753578e9.jpg,5
/Users/srabontideb/Downloads/Young Learner_s Research Lab/GAN/kvasir_bilateral_filtered/06/2e27cdb5-5f92-4b8b-bda3-175883b86762.jpg,6
